nome,significado,origem,url
Adamo,"Significa ""homem"", ""homem criado da terra (vermelha)"".
Esse nome masculino é a forma italiana de Adão, que vem do hebraico Adam, que significa ""homem"". Essa palavra está intimamente ligada com a palavra hebraica para terra, adamah.",Italiana,https://www.dicionariodenomesproprios.com.br/adamo/
Adams,Filho de Adão.,Hebraica,https://www.dicionariodenomesproprios.com.br/adams/
Adari,Anagrama de Daria.,Italiana,https://www.dicionariodenomesproprios.com.br/adari/
Adauto,"Significa “aumentado” ou “crescido”.
Adauto é um nome masculino e originado a partir do latim adauctus, que pode ser traduzido como “crescido” ou “aumentado”, na língua portuguesa.",Latina,https://www.dicionariodenomesproprios.com.br/adauto/
Adel,Correto.,Árabe,https://www.dicionariodenomesproprios.com.br/adel/
Adelbar,"Ader Baal (adorador + Deus fenício), adorador de Baalemão.",Fenícia,https://www.dicionariodenomesproprios.com.br/adelbar/
Adelelmo,Nobre elmo.,Germânica,https://www.dicionariodenomesproprios.com.br/adelelmo/
Adelfo,Fraternal.,Grega,https://www.dicionariodenomesproprios.com.br/adelfo/
Adelino,"Significa “serpente nobre”, “serpente da nobreza” ou “pequeno nobre”.
É a variante masculina de Adelina, nome com duas possibilidades de étimos, um através do nome germânico Ethelyna, formado pela união dos elementos athal, que significa “nobre” e lind que quer dizer “serpente”, e significa “serpente nobre, serpente da nobreza”.",Germânica,https://www.dicionariodenomesproprios.com.br/adelino/
Adélio,Aquele de linhagem nobre.,Teutônica,https://www.dicionariodenomesproprios.com.br/adelio/
Adelmar,Variante de Ademar.,Teutônica,https://www.dicionariodenomesproprios.com.br/adelmar/
Adelmarino,"Nobre, célebre.",Germânica,https://www.dicionariodenomesproprios.com.br/adelmarino/
Adelmiro,Variante de Adalmiro.,Teutônica,https://www.dicionariodenomesproprios.com.br/adelmiro/
Adelmo,"Significa “nobre proteção” ou “nobre elmo”.
Adelmo é um nome masculino e de origem germânica, a partir de Adelhelm, formado pela junção dos elementos adel, que significa “nobre” ou “nobreza”, e helm, que quer dizer “capacete” ou “proteção”.",Teutônica,https://www.dicionariodenomesproprios.com.br/adelmo/
Adelpho,Forma inglesa de Adelfo.,Inglesa,https://www.dicionariodenomesproprios.com.br/adelpho/
Adelson,"Significa “filho da nobreza”, “filho da mulher nobre”, “filho de Edel”.
O nome Adelson tem origem inglesa. Surge do inglês Edelson e seu significado, “filho de Edel”, resulta da junção dos elementos Edel (Adélia) mais a partícula son, que significa “filho”.",Inglesa,https://www.dicionariodenomesproprios.com.br/adelson/
Adeltrudes,"Adeltrud, poder, força nobre.",Germânica,https://www.dicionariodenomesproprios.com.br/adeltrudes/
Ademar,"Significa “combatente glorioso”, “combatente famoso”.
Tem origem no germânico Hadumar, a partir de had, hade, que quer dizer “combate” e mar, que significa “glória, fama”.",Germânica,https://www.dicionariodenomesproprios.com.br/ademar/
Ademir,"Significa ""feito de ferro"" ou possivelmente ""estrangeiro"".
Existem duas possíveis origens para o nome Ademir, ambas do árabe:",Árabe,https://www.dicionariodenomesproprios.com.br/ademir/
Adenilson,"Significa ""filho de Daniel"", “filho daquele que tem o Senhor como juiz”.
Embora não seja possível confirmar a origem do nome Adenilson, estudiosos da onomástica indicam que o mesmo seja uma variação gráfica de Denilson.","Hebraica, Inglesa",https://www.dicionariodenomesproprios.com.br/adenilson/
Aderaldo,O que governa.,Germânica,https://www.dicionariodenomesproprios.com.br/aderaldo/
Aderbal,"Significa ""cultor de Baal"", ""cultor do senhor"", ""admirador do mestre"".
Esse nome masculino surge com o fenício athar Baal, que quer dizer ""cultor de Baal"", sendo que Baal tem origem com o hebraico Ba'al, que significa ""senhor"", ""mestre"". Devido a isso, Aderbal fica com o sentido de ""cultor do senhor"", ""admirador do mestre"".","Hebraica, Fenícia",https://www.dicionariodenomesproprios.com.br/aderbal/
Aderico,Príncipe guerreiro.,Germânica,https://www.dicionariodenomesproprios.com.br/aderico/
Adib,"Educado, instruído.",Árabe,https://www.dicionariodenomesproprios.com.br/adib/
Adiel,"Significa “ornamento de Deus”.
Tem origem no hebraico Adiel, formado pela união dos elementos adi, que quer dizer “ornamento” e El, que significa “Deus”.",Hebraica,https://www.dicionariodenomesproprios.com.br/adiel/
Adigênio,Junção dos nomes Edite e Eugênio.,Teutônica,https://www.dicionariodenomesproprios.com.br/adigenio/
Adílio,Fidalgo nobre.,Francesa,https://www.dicionariodenomesproprios.com.br/adilio/
Adílson,"Por influência do inglês, e uma vez que son quer dizer ""filho"", o nome significa ""filho de Adiel"", ou ""filho de Adil"".
Adiel é um nome de origem hebraica que une as palavras adi (ornamento) e el (Deus), e significa ""ornamento de Deus"".","Hebraica, Árabe, Inglesa",https://www.dicionariodenomesproprios.com.br/adilson/
Adir,Nobre.,Fenícia,https://www.dicionariodenomesproprios.com.br/adir/
Adjuto,"Significa ""Ajudado por Deus"".",Latina,https://www.dicionariodenomesproprios.com.br/adjuto/
Adlai,Meu adorno.,Hebraica,https://www.dicionariodenomesproprios.com.br/adlai/
Adler,"Significa “águia”; “heróico”, “vitorioso” ou “heróico como uma águia”, “vitorioso como uma águia”.
O nome Adler tem origem alemã. Significa literalmente “águia” e pode ser encontrado como nome masculino ou como sobrenome.","Teutônica, Alemã",https://www.dicionariodenomesproprios.com.br/adler/
Admeto,Impossível de dominar.,Latina,https://www.dicionariodenomesproprios.com.br/admeto/
Admin,Citado na genealogia de Jesus.,Hebraica,https://www.dicionariodenomesproprios.com.br/admin/
Ado,Próspero.,Hebraica,https://www.dicionariodenomesproprios.com.br/ado/
Adolar,Guerreiro nobre.,Teutônica,https://www.dicionariodenomesproprios.com.br/adolar/
Adolfo,"Significa “lobo nobre”, “da linhagem dos guerreiros nobres”.
Tem origem no germânico Athalwolf, Adalwolf, formado pela união dos elementos athala, que significa “nobre” e wulf que quer dizer “lobo”.",Germânica,https://www.dicionariodenomesproprios.com.br/adolfo/
Adolphus,Forma inglesa de Adolfo.,Inglesa,https://www.dicionariodenomesproprios.com.br/adolphus/
Adom,Rei de gaza.,Aramaica,https://www.dicionariodenomesproprios.com.br/adom/
Adonai,"Significa ""meu Senhor"" ou ""meu Senhor Deus"".
Adonai é um nome de origem hebraica, registrado no Antigo Testamento da Bíblia Sagrada como um dos vários nomes de Deus. A interpretação mais aceita para esta expressão é ""meu Senhor"" ou ""meu Senhor Deus"", na tradução para o português.",Hebraica,https://www.dicionariodenomesproprios.com.br/adonai/
Adonias,"Significa ""meu senhor é Jeová (Yahweh)"", ""um dos filhos do rei Davi"".
Derivado do nome hebraico Ădônı̂yâh, composto pelos elementos: Adonai, que quer dizer ""meu Mestre"", e por Yah, que é a forma abreviada de Yahweh. Juntos significam “meu mestre é Yahweh ”.",Hebraica,https://www.dicionariodenomesproprios.com.br/adonias/
Adoniram,O senhor é excelso.,Hebraica,https://www.dicionariodenomesproprios.com.br/adoniram/
Adoniran,Deus é excelso. Seu nome foi citado no antigo testamento.,Hebraica,https://www.dicionariodenomesproprios.com.br/adoniran/
Adônis,"Significa “jovem”, “belo” ou “meu Senhor”.
Adônis é um nome que se originou a partir do semita Adonai, expressão que pode ser traduzida como “meu Senhor”. No entanto, se consagrou como um nome típico da mitologia grega.",Mitológica,https://www.dicionariodenomesproprios.com.br/adonis/
Adramalec,"""adar é conselheiro""",Babilônica,https://www.dicionariodenomesproprios.com.br/adramalec/
Adrian,"Significa ""aquele que veio de Ádria""; “natural da água”; “aquele que é escuro”.
Adrian é a versão inglesa do nome Adriano, que tem origem no latim Adrianus, derivado de adrianu, que significa “natural da Ádria”; em etrusco, adria quer dizer “água”.",Latina,https://www.dicionariodenomesproprios.com.br/adrian/
Adriano,"Significa “natural da Ádria”, “natural da água” ou ""aquele que é escuro"".
O nome Adriano tem origem no latim Adrianus, derivado de adrianu, que significa “natural da Ádria”. Em etrusco adria quer dizer “água”.","Latina, Etrusca",https://www.dicionariodenomesproprios.com.br/adriano/
Adrien,"Significa “natural de Ádria”.
Adrien é a forma francesa de Adriano, nome que tem origem toponímica.",Francesa,https://www.dicionariodenomesproprios.com.br/adrien/
Adroaldo,"Significa “o que governa com nobreza”, “que administra seus bens”.
Adroaldo vem dos nomes germânicos Adloald ou Adolwald, formados pelas palavras uolda, que significa “bens, riquezas” e wald, que significa “governo”.",Teutônica,https://www.dicionariodenomesproprios.com.br/adroaldo/
Adrovaldo,Variação de Adroaldo.,Teutônica,https://www.dicionariodenomesproprios.com.br/adrovaldo/
Adson,"significa ""filho do Senhor"" e sua origem é bíblica.
O nome no Brasil",Bíblica,https://www.dicionariodenomesproprios.com.br/adson/
Aécio,"Significa “águia”, ""ave de rapina"", “herói” ou “vitorioso”.
O nome Aécio tem origem no grego Aétios, que quer dizer literalmente “águia”. A simbologia da águia para os povos com características conquistadoras e caçadoras, como os germânicos, está ligada ao lado “heroico"", a ""ascensão social e espiritual"" e também a ""vitória”.",Grega,https://www.dicionariodenomesproprios.com.br/aecio/
Aéneas,"Aquele que louva, que adora.",Hebraica,https://www.dicionariodenomesproprios.com.br/aeneas/
Afif,Direito.,Árabe,https://www.dicionariodenomesproprios.com.br/afif/
Afonso,"Significa ""inclinação nobre"", ""pronto para a nobreza"", ""nobre aptidão"", ""apto para ser nobre"".
O nome Afonso tem origem no germânico Adalfuns, formado pela união dos elementos adal, que significa ""nobre"", e funs, que quer dizer ""pronto"", ""inclinado"" ou ""apto"". Tem o sentido de “inclinação nobre"" ou ""apto para ser nobre”.",Germânica,https://www.dicionariodenomesproprios.com.br/afonso/
Afrânio,Vindo da áfrica.,Latina,https://www.dicionariodenomesproprios.com.br/afranio/
Africano,"""o vencedor"". Santo da igreja católica.",Latina,https://www.dicionariodenomesproprios.com.br/africano/
Afrodísio,"Significa ""consagrado à Afrodite"".",Latina,https://www.dicionariodenomesproprios.com.br/afrodisio/
Agabo,Incerto.,Grega,https://www.dicionariodenomesproprios.com.br/agabo/
Agamedes,"Arquiteto da beócia, construiu o templo de Apolo.",Grega,https://www.dicionariodenomesproprios.com.br/agamedes/
Agamenon,"Significa “constante”, “persistente”, “inalterável”.
Tem origem no grego Agamémnon, derivado a partir da junção dos elementos ágon, partícula que exprime o superlativo, e mémnon, de méno, que quer dizer “permanecer”.",Grega,https://www.dicionariodenomesproprios.com.br/agamenon/
Agapanto,"Planta nativa da áfrica, que floresce em pequenas flores azuis.",Latina,https://www.dicionariodenomesproprios.com.br/agapanto/
Agapenor,Construiu um templo a Vênus.,Mitológica,https://www.dicionariodenomesproprios.com.br/agapenor/
Agápio,Afeição.,Grega,https://www.dicionariodenomesproprios.com.br/agapio/
Agasias,Digno de ser admirado.,Grega,https://www.dicionariodenomesproprios.com.br/agasias/
Agasias,Digno de ser admirado.,Grega,https://www.dicionariodenomesproprios.com.br/agasias/
Agatocles,Honesto.,Grega,https://www.dicionariodenomesproprios.com.br/agatocles/
Agelau,Pastor nobre.,Hebraica,https://www.dicionariodenomesproprios.com.br/agelau/
Agenor,"Significa “muito viril”, “varonil”, “aquele que tem muita força”.
Tem origem no grego Agénos, derivado dos elementos ágan, que quer dizer “muito” e anér, andrós, que significa “homem”, por extensão é atribuído o significado de “aquele que tem muita força”.",Grega,https://www.dicionariodenomesproprios.com.br/agenor/
Agesilau,"O que conduz, guia, arrasta o povo.",Latina,https://www.dicionariodenomesproprios.com.br/agesilau/
Ageu,"Significa “nascido em um dia festivo”.
Tem origem no hebraico Haggay, calcado na raiz haghágh, que quer dizer “ele fez uma romaria ou ele celebrou uma festa”, por extensão é atribuído o significado de “nascido em um dia festivo”.",Hebraica,https://www.dicionariodenomesproprios.com.br/ageu/
Agildo,"Significa oferta dos deuses e indica uma pessoa que permanece confiante em quaisquer circunstâncias, pois encara cada obstáculo que encontra como estímulo para continuar lutando",Teutônica,https://www.dicionariodenomesproprios.com.br/agildo/
Agílio,Derivado de Agildo.,Teutônica,https://www.dicionariodenomesproprios.com.br/agilio/
Agilulfo,"Wulf, lobo, agil, de espada"".",Germânica,https://www.dicionariodenomesproprios.com.br/agilulfo/
Agis,Nome de um rei de esparta.,Grega,https://www.dicionariodenomesproprios.com.br/agis/
Aglaio,Grandioso.,Grega,https://www.dicionariodenomesproprios.com.br/aglaio/
Aglaupo,Filho de cúrope.,Germânica,https://www.dicionariodenomesproprios.com.br/aglaupo/
Agledes,Feliz.,Latina,https://www.dicionariodenomesproprios.com.br/agledes/
Agliberto,Espada que brilha.,Germânica,https://www.dicionariodenomesproprios.com.br/agliberto/
Agnaldo,"Significa “aquele que governa pela espada”.
Tem origem no germânico Aginal, composto pelos elementos agin, que quer dizer “espada” e wald, que significa “governo, que governa”.",Germânica,https://www.dicionariodenomesproprios.com.br/agnaldo/
Agnato,Aquele que é parente por parte paterna apenas.,Latina,https://www.dicionariodenomesproprios.com.br/agnato/
Agner,"Significa ""guerreiro que é temido"" ou ""guerreiro que carrega a ponta da espada"".
Esse nome é a variação dinamarquesa de Agnar, o qual tem origem no nórdico antigo Agnarr, que é composto pelos termos agi, que significa ""temor, pavor"" ou egg, que é ""fio ou ponta da espada"" e arr, que quer dizer ""guerreiro"".",Nórdica,https://www.dicionariodenomesproprios.com.br/agner/
Agostinho,"Significa “de Augusto”, “pertencente a Augusto”.
Surgiu a partir do nome italiano Agostino, originado no latim Augustinus, é uma forma relativa de Augusto, originado no latim augustus, que significa “sagrado, consagrado, venerável, elevado”.","Latina, Italiana",https://www.dicionariodenomesproprios.com.br/agostinho/
Agostino,Forma italiana de Agostinho.,Italiana,https://www.dicionariodenomesproprios.com.br/agostino/
Agrécio,"Agreste, campo.",Latina,https://www.dicionariodenomesproprios.com.br/agrecio/
Agripino,"Significa “o que nasce com os pés à frente”.
Agripino tem origem na palavra latina Agrippa, cuja etimologia remete para o seguinte sentido: “o que nasce com os pés à frente”.",Latina,https://www.dicionariodenomesproprios.com.br/agripino/
Ágron,Filho de Eumelo.,Grega,https://www.dicionariodenomesproprios.com.br/agron/
Aguiar,"Significa “aqueles que têm origem (ou habitam) local caracterizado pela presença de águias”.
Aguiar é um sobrenome português. Terá surgido a partir da águia, de modo que, possivelmente num local caracterizado pela presença dessas aves surgiram os primeiros portadores do nome Aguiar, o que faz dele um nome toponímico.",Portuguesa,https://www.dicionariodenomesproprios.com.br/aguiar/
Aguilar,"Significa “aqueles que têm origem (ou habitam) local onde há águias em abundância”.
Aguilar é a variante espanhola do sobrenome Aguiar, nomes que pertenceram à nobreza tanto da Espanha como de Portugal.",Espanhola,https://www.dicionariodenomesproprios.com.br/aguilar/
Aguimar,Fusão de Aguinaldo e Maria.,Teutônica,https://www.dicionariodenomesproprios.com.br/aguimar/
Aguinaldo,"Significa “aquele que governa pela espada”.
Vem do germânico Aginal, formado pelos elementos agin, que quer dizer “espada” e wald, que significa “governo, o que governa”.",Germânica,https://www.dicionariodenomesproprios.com.br/aguinaldo/
Aguirre,Lugar alto. Sobrenome que descende de um filho de arandia que viveu em Aguirre.,Espanhola,https://www.dicionariodenomesproprios.com.br/aguirre/
Agustin,Forma espanhola de Agostinho.,Espanhola,https://www.dicionariodenomesproprios.com.br/agustin/
Agustine,Que pertence à Augusto.,Latina,https://www.dicionariodenomesproprios.com.br/agustine/
Ahmad,"Significado “mais louvado”, “o mais adorado”, “muito elogiado”.
Ahmad é um nome masculino cuja origem é árabe e que significa “mais louvado”, “o mais adorado”, “muito elogiado”.",Árabe,https://www.dicionariodenomesproprios.com.br/ahmad/
Aidan,"Significa ""pequeno fogo"", ""breve chama"".  
Esse nome masculino surge com o antigo nome irlandês Aodhán, derivado de Áedán, diminutivo de Áed e significa ""pequeno fogo"", ""breve chama"".","Inglesa, Irlandesa, Escocesa, Americana",https://www.dicionariodenomesproprios.com.br/aidan/
Aiden,"Significa ""pequeno fogo"", ""breve chama"".  
Esse nome masculino é a variante de Aidan, nome que surge com o antigo nome irlandês Aodhán, derivado de Áedán, diminutivo de Áed e significa ""pequeno fogo"", ""breve chama"".","Inglesa, Holandesa, Irlandesa, Americana",https://www.dicionariodenomesproprios.com.br/aiden/
Aidil,"Eidil, nobre, fidalgo.",Germânica,https://www.dicionariodenomesproprios.com.br/aidil/
Aidoneus,Também chamado de hades ou Plutão.,Grega,https://www.dicionariodenomesproprios.com.br/aidoneus/
Ailson,"Significa “filho de Helena”, “filho da mulher que reluz”, filho da mulher que resplandece”; “filho de Hilário”, “filho de homem alegre”, “filho de homem jovial”; “filho de Hildo”, “filho do guerreiro”.
O nome Ailson tem pelo menos duas possibilidades de étimos. Uma decorre do irlandês antigo Eileen’s son, que significa “filho de Helena”, enquanto a outra está calcada em Ílson ou Hílson, que do inglês Hilson, de Hilary’son pode significar “filho de Hilário” ou “filho de Hildo”.","Inglesa, Germânica, Irlandesa",https://www.dicionariodenomesproprios.com.br/ailson/
Aílton,"Significa “natural da cidade da colina”, “habitante da cidade da colina”.
Embora não seja possível confirmar qual o étimo do nome Aílton, estudiosos da onomástica indicam a possibilidade de o mesmo ter surgido como uma variante de Hílton.",Inglesa,https://www.dicionariodenomesproprios.com.br/ailton/
Aimão,Derivado de aimone.,Francesa,https://www.dicionariodenomesproprios.com.br/aimao/
Aimberê,"Rijo, inflexível.",Tupi,https://www.dicionariodenomesproprios.com.br/aimbere/
Aimon,Forma espanhola de aimone.,Espanhola,https://www.dicionariodenomesproprios.com.br/aimon/
Airão,"Significa “meu irmão”, “ramos de flores artificiais para ornamento da cabeça”, “espécie de andorinha”.
No hebreu, língua semita que deu origem a esse nome predominantemente masculino, Airão significa “meu irmão”.",Hebraica,https://www.dicionariodenomesproprios.com.br/airao/
Aires,"Significa “príncipe herdeiro”.
Aires é considerado um sobrenome presente na onomástica da língua portuguesa, mas com origem incerta e desconhecida.",Germânica,https://www.dicionariodenomesproprios.com.br/aires/
Airon,"Significa “montanhês”, “o elevado”, “o exaltado”.
Sua origem é incerta, mas provavelmente pode ser uma variante gráfica de Arão, a partir pronúncia da versão inglesa Aaron que vem do hebraico Aaron, de hâr-ôn, e significa “montanhês”. Por extensão também é atribuído o significado de “o elevado, o exaltado”.","Hebraica, Inglesa",https://www.dicionariodenomesproprios.com.br/airon/
